pba_code,pba_label,cendiv,cendiv_label,pubclim,pubclim_label,sqft,floor_count,year_built_category,operating_hours,occupancy_pct,site_eui,weight
8,Outpatient health care,3,East North Central,2,Cool,148000,4,6,50,100.0,51.0989,52.84
12,Religious worship,8,Mountain,5,Hot or very hot,59000,1,5,85,,22.2558,240.4
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,32000,1,7,50,,20.6665,14.9
23,Strip shopping center,9,Pacific,4,Warm,150000,1,8,77,97.0,121.7584,175.02
13,Public assembly,5,South Atlantic,4,Warm,16000,2,8,40,,107.4662,1218.58
14,Education,2,Middle Atlantic,7,Withheld for confidentiality,166000,4,4,126,,115.5929,112.58
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,130000,1,7,168,,31.0336,66.03
24,Enclosed mall,9,Pacific,7,Withheld for confidentiality,2100000,3,6,72,80.0,11.1209,9.16
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,25000,1,5,40,,3.7434,611.8
13,Public assembly,5,South Atlantic,4,Warm,300000,5,2,40,,73.3911,14.9
23,Strip shopping center,3,East North Central,3,Mixed mild,350000,1,7,168,95.0,191.5705,74.37
14,Education,8,Mountain,2,Cool,140000,1,5,45,,46.7047,217.37
2,Office,7,West South Central,5,Hot or very hot,28000,2,2,40,100.0,31.9032,747.01
18,Lodging,8,Mountain,5,Hot or very hot,30000,2,9,168,,143.7752,423.01
2,Office,5,South Atlantic,7,Withheld for confidentiality,1700000,9,2,60,100.0,34.8643,6.52
2,Office,2,Middle Atlantic,3,Mixed mild,146000,5,5,58,95.0,81.9005,14.9
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,82000,1,5,40,,19.735,4.35
4,Laboratory,6,East South Central,4,Warm,365000,3,3,168,,343.1245,3.85
2,Office,2,Middle Atlantic,3,Mixed mild,38500,2,7,40,100.0,44.0623,621.37
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,350000,2,6,55,,3.9992,69.36
2,Office,2,Middle Atlantic,3,Mixed mild,220000,7,6,65,94.0,67.2579,14.9
26,Service,3,East North Central,2,Cool,6000,2,4,60,,91.9525,1531.55
25,Retail other than mall,4,West North Central,1,Cold or very cold,114000,1,7,168,,68.0072,125.04
13,Public assembly,9,Pacific,3,Mixed mild,124000,2,8,168,,168.5907,54.94
25,Retail other than mall,6,East South Central,3,Mixed mild,3000,2,2,70,,25.6897,2747.83
26,Service,7,West South Central,3,Mixed mild,25000,2,7,50,,30.6901,79.99
26,Service,4,West North Central,1,Cold or very cold,16000,1,5,60,,38.7936,621.37
18,Lodging,3,East North Central,2,Cool,90000,4,8,168,,54.2754,100.08
5,Nonrefrigerated warehouse,3,East North Central,1,Cold or very cold,310000,1,7,12,,19.2619,31.68
2,Office,3,East North Central,1,Cold or very cold,400000,5,7,60,100.0,66.5909,15.06
14,Education,4,West North Central,2,Cool,140000,3,3,40,,35.5973,282.98
5,Nonrefrigerated warehouse,8,Mountain,4,Warm,4150,1,7,80,,36.0887,677.49
13,Public assembly,3,East North Central,2,Cool,800000,4,4,168,,180.961,29.27
14,Education,4,West North Central,2,Cool,61000,3,3,40,,63.4635,473.86
18,Lodging,7,West South Central,7,Withheld for confidentiality,455000,18,6,168,,98.543,9.01
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,30000,1,3,68,,114.783,623.52
13,Public assembly,2,Middle Atlantic,2,Cool,180000,3,3,75,,88.7488,55.7
2,Office,6,East South Central,4,Warm,350000,18,5,60,69.0,101.5201,14.67
14,Education,3,East North Central,2,Cool,8800,1,5,60,,74.5591,12528.53
2,Office,5,South Atlantic,3,Mixed mild,460000,5,4,72,58.0,72.4086,11.75
26,Service,4,West North Central,3,Mixed mild,7000,2,4,40,,95.6696,1218.03
13,Public assembly,8,Mountain,2,Cool,130000,2,8,168,,167.352,117.32
7,Public order and safety,3,East North Central,3,Mixed mild,500001,4,4,168,,147.673,125.57
14,Education,7,West South Central,7,Withheld for confidentiality,57000,3,2,70,,154.5659,329.67
2,Office,6,East South Central,4,Warm,126000,4,8,66,88.0,81.6538,137.69
16,Inpatient health care,7,West South Central,7,Withheld for confidentiality,88000,1,5,168,,163.6858,136.45
26,Service,9,Pacific,4,Warm,3850,1,4,88,,41.106,1829.53
18,Lodging,5,South Atlantic,4,Warm,47500,4,2,168,,49.2528,429.63
18,Lodging,5,South Atlantic,7,Withheld for confidentiality,450000,18,6,168,,98.0887,69.64
13,Public assembly,5,South Atlantic,5,Hot or very hot,500001,2,8,168,,98.8513,10.14
25,Retail other than mall,5,South Atlantic,3,Mixed mild,154000,1,8,126,,75.0675,125.04
26,Service,6,East South Central,4,Warm,5000,1,7,168,,80.4548,376.78
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,70000,1,8,168,,13.3018,213.58
26,Service,7,West South Central,5,Hot or very hot,1800,1,7,40,,35.2578,6534.79
18,Lodging,3,East North Central,7,Withheld for confidentiality,395000,12,7,168,,92.3901,8.85
2,Office,5,South Atlantic,5,Hot or very hot,75000,3,6,50,20.0,31.5615,159.83
23,Strip shopping center,8,Mountain,2,Cool,124000,1,9,140,100.0,169.2864,175.02
2,Office,5,South Atlantic,3,Mixed mild,106000,2,2,40,100.0,132.306,117.32
2,Office,5,South Atlantic,3,Mixed mild,168000,5,6,50,95.0,18.9014,14.9
13,Public assembly,2,Middle Atlantic,2,Cool,2600,1,8,2,,33.0223,4084.96
13,Public assembly,5,South Atlantic,4,Warm,255000,4,3,168,,137.6458,5.98
14,Education,5,South Atlantic,4,Warm,70000,1,4,60,,109.7033,99.38
26,Service,7,West South Central,4,Warm,2200,1,5,60,,104.8741,2990.63
2,Office,9,Pacific,4,Warm,28000,3,6,54,67.0,41.1868,655.85
2,Office,5,South Atlantic,3,Mixed mild,700000,5,2,168,100.0,107.7102,6.52
13,Public assembly,7,West South Central,3,Mixed mild,900000,4,2,80,,43.4766,9.21
16,Inpatient health care,6,East South Central,7,Withheld for confidentiality,210000,5,9,168,,129.4887,52.53
18,Lodging,9,Pacific,7,Withheld for confidentiality,235000,12,6,168,,84.7846,9.11
14,Education,4,West North Central,2,Cool,4000,2,5,60,,26.0778,12768.47
12,Religious worship,4,West North Central,2,Cool,4000,2,2,4,,23.4585,1745.76
14,Education,4,West North Central,1,Cold or very cold,225000,3,7,84,,85.2632,44.64
14,Education,4,West North Central,2,Cool,305000,2,7,40,,97.4677,44.64
16,Inpatient health care,3,East North Central,7,Withheld for confidentiality,1800000,9,5,168,,204.4707,9.01
14,Education,6,East South Central,7,Withheld for confidentiality,61000,4,3,80,,94.411,324.59
8,Outpatient health care,3,East North Central,1,Cold or very cold,7600,2,5,66,100.0,72.3999,1265.79
18,Lodging,4,West North Central,7,Withheld for confidentiality,700000,18,7,168,,143.0769,9.01
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,128000,1,4,140,,58.243,31.35
23,Strip shopping center,3,East North Central,2,Cool,10750,1,8,75,78.0,182.3036,2009.74
14,Education,6,East South Central,7,Withheld for confidentiality,40000,1,5,90,,82.3182,330.8
4,Laboratory,5,South Atlantic,4,Warm,285000,5,3,168,,180.4637,99.04
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,4500,1,5,168,,1.8758,6534.79
5,Nonrefrigerated warehouse,6,East South Central,4,Warm,80000,2,5,48,,23.7501,247.57
2,Office,7,West South Central,5,Hot or very hot,3000,1,8,54,100.0,124.626,2990.63
5,Nonrefrigerated warehouse,6,East South Central,4,Warm,200000,1,7,120,,67.7267,7.59
18,Lodging,9,Pacific,7,Withheld for confidentiality,700000,9,3,168,,58.9281,51.34
5,Nonrefrigerated warehouse,9,Pacific,3,Mixed mild,600000,2,4,76,,14.6561,15.06
13,Public assembly,3,East North Central,2,Cool,6200,2,2,59,,63.1929,2747.83
26,Service,4,West North Central,2,Cool,9600,1,9,50,,14.3799,1632.49
16,Inpatient health care,5,South Atlantic,7,Withheld for confidentiality,415000,7,4,168,,283.0474,17.12
4,Laboratory,9,Pacific,4,Warm,44500,3,8,168,,184.8884,15.06
13,Public assembly,7,West South Central,5,Hot or very hot,10000,2,2,20,,71.7366,3257.88
15,Food service,7,West South Central,5,Hot or very hot,1300,1,5,25,,197.1469,1218.03
2,Office,8,Mountain,2,Cool,390000,2,2,60,50.0,65.9673,7.84
14,Education,8,Mountain,7,Withheld for confidentiality,700000,5,4,126,,50.4146,8.57
14,Education,2,Middle Atlantic,3,Mixed mild,102000,2,4,40,,93.6738,99.38
2,Office,9,Pacific,3,Mixed mild,700000,18,6,60,99.0,72.5246,15.06
7,Public order and safety,1,New England,7,Withheld for confidentiality,192000,6,7,50,,49.7078,60.64
5,Nonrefrigerated warehouse,8,Mountain,2,Cool,14000,1,4,70,,39.3346,1489.41
7,Public order and safety,3,East North Central,1,Cold or very cold,11500,1,8,15,,42.2137,1399.59
5,Nonrefrigerated warehouse,6,East South Central,4,Warm,10500,1,3,50,,22.5848,1413.09
4,Laboratory,6,East South Central,4,Warm,162000,1,4,10,,21.903,57.51
13,Public assembly,7,West South Central,3,Mixed mild,7000,2,2,24,,5.0983,2934.43
14,Education,2,Middle Atlantic,2,Cool,500001,5,5,60,,80.5058,8.84
13,Public assembly,9,Pacific,3,Mixed mild,5200,2,2,78,,42.9419,9.11
6,Food sales,3,East North Central,2,Cool,2000,1,5,168,,142.257,3075.23
18,Lodging,3,East North Central,2,Cool,166000,18,2,168,,89.5695,5.66
2,Office,9,Pacific,1,Cold or very cold,16750,2,8,40,100.0,78.7116,593.96
13,Public assembly,1,New England,2,Cool,2600,1,5,40,,134.3046,1745.76
2,Office,9,Pacific,4,Warm,9600,2,7,60,100.0,35.4935,1829.53
14,Education,3,East North Central,3,Mixed mild,68000,1,7,40,,46.5041,290.39
14,Education,9,Pacific,4,Warm,52000,1,6,40,,37.2483,290.39
2,Office,9,Pacific,4,Warm,1550,1,4,45,50.0,51.3626,3075.23
13,Public assembly,3,East North Central,1,Cold or very cold,104000,3,5,60,,157.2121,60.05
15,Food service,5,South Atlantic,3,Mixed mild,1800,3,2,80,,486.2883,1195.14
13,Public assembly,1,New England,2,Cool,2750,2,2,40,,8.7095,1472.45
13,Public assembly,1,New England,2,Cool,2600,1,2,10,,73.9008,2934.43
14,Education,7,West South Central,7,Withheld for confidentiality,270000,8,4,168,,73.3361,12.61
25,Retail other than mall,5,South Atlantic,4,Warm,205000,1,8,168,,105.0315,14.9
15,Food service,7,West South Central,5,Hot or very hot,8000,1,9,87,,59.7865,1218.03
26,Service,4,West North Central,3,Mixed mild,12750,2,2,45,,101.9853,2990.63
25,Retail other than mall,3,East North Central,1,Cold or very cold,25000,3,2,70,,19.5671,227.11
14,Education,7,West South Central,5,Hot or very hot,455000,2,7,73,,56.4604,44.79
2,Office,3,East North Central,1,Cold or very cold,12000,1,7,45,100.0,104.636,1531.55
26,Service,7,West South Central,5,Hot or very hot,10000,1,4,72,,16.2052,1790.56
14,Education,9,Pacific,7,Withheld for confidentiality,5001,1,3,55,,75.8514,4384.99
26,Service,9,Pacific,4,Warm,3000,1,7,45,,58.9473,6921.06
15,Food service,1,New England,1,Cold or very cold,1850,2,4,100,,290.1173,1195.14
18,Lodging,1,New England,7,Withheld for confidentiality,56000,2,6,168,,117.8078,97.52
18,Lodging,2,Middle Atlantic,7,Withheld for confidentiality,132000,4,8,168,,62.4391,97.52
26,Service,4,West North Central,2,Cool,11000,1,8,10,,12.0218,8544.65
5,Nonrefrigerated warehouse,6,East South Central,3,Mixed mild,8100,1,8,50,,49.3967,2990.63
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,2000,1,3,0,,25.8235,2990.63
25,Retail other than mall,2,Middle Atlantic,2,Cool,205000,1,7,168,,120.7546,19.13
4,Laboratory,9,Pacific,4,Warm,196000,2,6,60,,176.5922,15.06
2,Office,8,Mountain,2,Cool,2100,1,8,45,100.0,24.6557,2800.45
23,Strip shopping center,5,South Atlantic,5,Hot or very hot,146000,1,6,55,81.0,70.5073,175.02
12,Religious worship,2,Middle Atlantic,2,Cool,38000,4,4,35,,61.6082,621.37
16,Inpatient health care,5,South Atlantic,7,Withheld for confidentiality,700000,6,4,168,,328.9263,10.07
2,Office,5,South Atlantic,4,Warm,36500,1,8,50,100.0,58.8422,591.56
91,Other,1,New England,2,Cool,50000,1,4,85,,200.4783,134.42
14,Education,7,West South Central,5,Hot or very hot,68000,1,6,40,,28.0931,99.04
15,Food service,3,East North Central,2,Cool,10000,3,2,25,,152.5053,677.21
14,Education,7,West South Central,5,Hot or very hot,114000,1,8,55,,27.2178,99.38
91,Other,8,Mountain,4,Warm,10000,1,6,60,,40.5077,30.86
12,Religious worship,7,West South Central,5,Hot or very hot,25000,1,7,21,,34.6353,621.37
2,Office,4,West North Central,1,Cold or very cold,140000,2,7,45,100.0,50.618,357.27
25,Retail other than mall,7,West South Central,5,Hot or very hot,290000,3,6,48,,23.5809,8.76
2,Office,2,Middle Atlantic,3,Mixed mild,13000,1,7,168,100.0,140.6775,502.9
2,Office,9,Pacific,4,Warm,30000,1,4,50,100.0,147.9424,611.8
2,Office,1,New England,1,Cold or very cold,12250,2,2,40,25.0,11.3169,2934.43
6,Food sales,5,South Atlantic,4,Warm,1900,1,6,72,,77.8616,3320.27
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,8500,2,7,84,,9.1042,3554.88
23,Strip shopping center,9,Pacific,3,Mixed mild,23250,1,7,80,88.0,119.6811,406.08
15,Food service,9,Pacific,3,Mixed mild,3200,1,9,63,,219.305,9.16
16,Inpatient health care,3,East North Central,7,Withheld for confidentiality,250000,8,8,168,,158.4298,8.44
2,Office,7,West South Central,5,Hot or very hot,3900,2,3,50,100.0,32.5587,1784.4
26,Service,5,South Atlantic,3,Mixed mild,35000,2,2,60,,18.0141,66.03
14,Education,5,South Atlantic,5,Hot or very hot,280000,3,6,70,,50.716,8.84
14,Education,8,Mountain,7,Withheld for confidentiality,255000,2,4,108,,62.0609,8.6
12,Religious worship,5,South Atlantic,5,Hot or very hot,34500,1,3,12,,6.3379,1489.41
2,Office,3,East North Central,3,Mixed mild,435000,12,5,60,100.0,117.3976,3.85
16,Inpatient health care,9,Pacific,7,Withheld for confidentiality,500001,5,7,168,,198.4945,3.95
2,Office,2,Middle Atlantic,2,Cool,1400,2,6,40,20.0,176.1136,2934.43
18,Lodging,5,South Atlantic,4,Warm,18000,2,7,168,,65.9074,1218.58
15,Food service,9,Pacific,4,Warm,5200,1,2,70,,413.8762,1265.79
14,Education,2,Middle Atlantic,1,Cold or very cold,85000,1,4,50,,76.9219,288.37
13,Public assembly,2,Middle Atlantic,2,Cool,50000,3,5,98,,145.1936,623.52
15,Food service,8,Mountain,2,Cool,3500,1,7,98,,350.9351,1218.03
18,Lodging,6,East South Central,7,Withheld for confidentiality,205000,12,6,168,,90.1728,14.67
2,Office,9,Pacific,4,Warm,600000,18,6,66,92.0,27.7615,15.06
18,Lodging,7,West South Central,5,Hot or very hot,300000,6,8,168,,52.7341,5.89
15,Food service,7,West South Central,5,Hot or very hot,1500,1,4,70,,270.678,1218.03
14,Education,2,Middle Atlantic,2,Cool,220000,3,2,60,,75.1632,44.64
23,Strip shopping center,7,West South Central,4,Warm,13250,1,5,52,100.0,81.8595,2009.74
15,Food service,7,West South Central,5,Hot or very hot,88000,2,5,12,,154.1182,245.01
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,23750,1,4,40,,31.6712,1531.55
8,Outpatient health care,9,Pacific,3,Mixed mild,500000,4,8,112,100.0,132.3805,15.06
14,Education,1,New England,2,Cool,250000,2,9,90,,29.7275,8.74
17,Nursing,2,Middle Atlantic,1,Cold or very cold,230000,4,9,168,,141.374,9.96
25,Retail other than mall,7,West South Central,5,Hot or very hot,196000,1,6,168,,82.3733,14.9
14,Education,2,Middle Atlantic,3,Mixed mild,98000,6,2,70,,112.3181,97.52
2,Office,4,West North Central,3,Mixed mild,41500,2,6,40,50.0,71.9844,747.01
2,Office,5,South Atlantic,3,Mixed mild,61000,7,4,76,94.0,48.2038,267.28
91,Other,6,East South Central,4,Warm,20000,1,8,50,,23.4548,690.18
16,Inpatient health care,9,Pacific,7,Withheld for confidentiality,800000,6,5,168,,184.257,9.01
13,Public assembly,5,South Atlantic,4,Warm,42000,2,9,102,,165.1971,224.76
14,Education,8,Mountain,2,Cool,210000,2,3,60,,48.1401,8.84
13,Public assembly,7,West South Central,4,Warm,60000,2,6,74,,73.577,8.84
14,Education,3,East North Central,1,Cold or very cold,205000,3,8,60,,35.1048,45.53
18,Lodging,4,West North Central,7,Withheld for confidentiality,174000,3,6,168,,20.1502,330.8
14,Education,5,South Atlantic,3,Mixed mild,130000,1,3,60,,99.5656,99.38
13,Public assembly,7,West South Central,5,Hot or very hot,50000,2,8,60,,3.8914,245.01
12,Religious worship,7,West South Central,4,Warm,30000,1,8,48,,26.0017,244.16
8,Outpatient health care,6,East South Central,4,Warm,2100,1,6,40,100.0,96.5205,2800.45
2,Office,9,Pacific,2,Cool,69000,6,9,55,90.0,52.083,460.22
26,Service,3,East North Central,2,Cool,5000,2,2,58,,66.528,1531.55
5,Nonrefrigerated warehouse,8,Mountain,5,Hot or very hot,800000,4,7,20,,41.287,14.67
2,Office,4,West North Central,3,Mixed mild,60000,3,8,66,70.0,52.9346,14.9
25,Retail other than mall,4,West North Central,1,Cold or very cold,41000,1,5,80,,64.6673,623.52
2,Office,5,South Atlantic,4,Warm,14000,1,6,50,100.0,29.6542,1413.09
18,Lodging,7,West South Central,7,Withheld for confidentiality,255000,12,4,168,,37.1747,9.01
2,Office,2,Middle Atlantic,3,Mixed mild,250000,5,6,50,95.0,31.6889,117.32
2,Office,5,South Atlantic,4,Warm,1450,1,8,50,100.0,148.5876,2990.63
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,166000,3,9,85,,58.3013,49.37
14,Education,3,East North Central,2,Cool,480000,3,8,18,,53.9207,9.11
14,Education,2,Middle Atlantic,2,Cool,210000,3,3,100,,81.5511,9.96
7,Public order and safety,8,Mountain,4,Warm,400000,1,7,168,,122.6935,76.01
15,Food service,7,West South Central,4,Warm,3200,1,8,60,,152.0012,1218.03
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,24000,1,7,40,,30.6594,3343.72
2,Office,9,Pacific,4,Warm,5600,1,6,120,100.0,48.3329,3075.23
26,Service,3,East North Central,2,Cool,3000,1,5,40,,39.8503,3709.28
2,Office,9,Pacific,5,Hot or very hot,210000,18,5,60,95.0,36.5131,15.06
14,Education,3,East North Central,1,Cold or very cold,300000,4,2,60,,32.0538,10.55
2,Office,5,South Atlantic,3,Mixed mild,800000,18,7,64,64.0,45.9522,14.9
14,Education,5,South Atlantic,5,Hot or very hot,91000,1,5,100,,59.8093,298.16
13,Public assembly,8,Mountain,1,Cold or very cold,12000,4,2,52,,62.0422,593.96
26,Service,4,West North Central,2,Cool,5100,1,2,67,,53.78,2990.63
14,Education,3,East North Central,3,Mixed mild,59000,1,4,40,,59.5444,282.95
18,Lodging,5,South Atlantic,3,Mixed mild,106000,12,8,168,,88.8927,5.52
2,Office,3,East North Central,2,Cool,51000,3,8,50,100.0,143.3212,8.85
2,Office,4,West North Central,1,Cold or very cold,9900,1,6,43,100.0,62.3597,2990.63
23,Strip shopping center,9,Pacific,4,Warm,220000,1,8,105,91.0,118.8379,175.02
12,Religious worship,3,East North Central,2,Cool,13500,3,3,8,,35.4641,1101.66
17,Nursing,3,East North Central,2,Cool,150000,9,4,168,,176.332,100.08
13,Public assembly,2,Middle Atlantic,3,Mixed mild,385000,4,8,140,,107.7467,31.35
13,Public assembly,6,East South Central,4,Warm,14000,1,8,168,,166.3744,1413.09
5,Nonrefrigerated warehouse,7,West South Central,4,Warm,75000,1,5,70,,13.5069,245.01
23,Strip shopping center,5,South Atlantic,5,Hot or very hot,33000,1,9,56,94.0,145.4513,10.71
5,Nonrefrigerated warehouse,5,South Atlantic,3,Mixed mild,35000,2,6,60,,18.746,470.02
2,Office,2,Middle Atlantic,3,Mixed mild,3750,2,4,40,100.0,46.8216,797.99
2,Office,5,South Atlantic,4,Warm,60000,1,7,90,100.0,73.4157,213.58
14,Education,2,Middle Atlantic,2,Cool,310000,2,8,75,,62.8269,8.84
24,Enclosed mall,9,Pacific,7,Withheld for confidentiality,455000,3,6,84,98.0,94.7865,14.96
8,Outpatient health care,9,Pacific,4,Warm,28000,2,3,72,100.0,146.9589,497.31
15,Food service,8,Mountain,1,Cold or very cold,16000,2,8,84,,232.1249,1445.98
13,Public assembly,5,South Atlantic,4,Warm,450000,1,8,96,,119.4737,52.07
13,Public assembly,7,West South Central,5,Hot or very hot,495000,6,5,168,,89.3711,8.44
2,Office,3,East North Central,2,Cool,40000,1,3,66,100.0,62.8591,611.8
26,Service,7,West South Central,4,Warm,1300,1,6,65,,96.2208,2934.43
2,Office,5,South Atlantic,3,Mixed mild,500001,12,8,56,60.0,27.8845,14.9
5,Nonrefrigerated warehouse,6,East South Central,3,Mixed mild,255000,1,3,50,,31.3485,17.77
23,Strip shopping center,3,East North Central,2,Cool,92000,2,8,136,98.0,208.5964,204.11
16,Inpatient health care,7,West South Central,7,Withheld for confidentiality,70000,1,3,168,,80.8352,126.51
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,7500,1,2,0,,4.7867,1779.2
15,Food service,4,West North Central,3,Mixed mild,2400,1,7,30,,264.2942,14.9
23,Strip shopping center,3,East North Central,2,Cool,27000,1,6,42,78.0,160.822,841.34
8,Outpatient health care,6,East South Central,4,Warm,5500,1,5,40,100.0,60.6358,2990.63
25,Retail other than mall,2,Middle Atlantic,3,Mixed mild,3000,1,4,48,,22.444,2990.63
14,Education,7,West South Central,5,Hot or very hot,170000,2,9,60,,51.6619,67.85
2,Office,5,South Atlantic,3,Mixed mild,188000,8,7,65,95.0,61.5752,137.69
14,Education,6,East South Central,4,Warm,84000,2,4,40,,56.1549,97.52
5,Nonrefrigerated warehouse,3,East North Central,3,Mixed mild,30000,1,7,63,,25.5444,215.07
2,Office,5,South Atlantic,4,Warm,100000,1,7,40,70.0,43.776,213.58
18,Lodging,9,Pacific,7,Withheld for confidentiality,22750,4,6,168,,27.5451,426.97
14,Education,1,New England,2,Cool,225000,3,7,100,,68.5648,126.07
8,Outpatient health care,5,South Atlantic,4,Warm,6400,1,8,48,100.0,175.4469,1218.03
12,Religious worship,2,Middle Atlantic,2,Cool,8000,2,4,168,,44.9849,2990.63
13,Public assembly,7,West South Central,3,Mixed mild,12000,2,6,70,,21.1216,1413.09
25,Retail other than mall,9,Pacific,4,Warm,205000,1,9,168,,78.7833,56.41
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,176000,1,6,120,,75.7959,15.06
2,Office,8,Mountain,2,Cool,250000,4,8,60,100.0,72.0695,14.9
2,Office,2,Middle Atlantic,3,Mixed mild,158000,4,5,55,92.0,69.9589,14.9
26,Service,1,New England,1,Cold or very cold,38000,1,7,64,,18.7265,670.57
23,Strip shopping center,3,East North Central,1,Cold or very cold,97000,1,6,60,100.0,91.5539,395.28
91,Other,4,West North Central,1,Cold or very cold,285000,3,6,168,,345.5657,14.9
25,Retail other than mall,5,South Atlantic,4,Warm,26000,1,9,83,,60.4867,591.56
25,Retail other than mall,9,Pacific,4,Warm,3500,1,8,68,,9.8966,3075.23
17,Nursing,7,West South Central,4,Warm,40000,1,7,168,,108.7615,504.63
12,Religious worship,5,South Atlantic,4,Warm,100000,2,5,50,,32.3475,117.32
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,265000,1,7,17,,6.4445,32.81
8,Outpatient health care,9,Pacific,4,Warm,52000,1,4,10,100.0,94.606,290.39
18,Lodging,8,Mountain,3,Mixed mild,160000,3,6,168,,75.4436,8.84
17,Nursing,4,West North Central,1,Cold or very cold,126000,4,8,168,,75.824,8.84
14,Education,3,East North Central,1,Cold or very cold,190000,1,7,84,,56.4744,97.52
16,Inpatient health care,6,East South Central,7,Withheld for confidentiality,285000,6,4,168,,307.544,14.87
18,Lodging,8,Mountain,7,Withheld for confidentiality,30000,3,7,168,,81.0756,1195.68
5,Nonrefrigerated warehouse,5,South Atlantic,3,Mixed mild,350000,2,3,40,,25.0856,66.03
18,Lodging,2,Middle Atlantic,7,Withheld for confidentiality,98000,5,8,168,,63.6456,332.94
2,Office,2,Middle Atlantic,3,Mixed mild,20500,2,7,63,68.0,41.7705,1489.41
13,Public assembly,5,South Atlantic,4,Warm,128000,2,2,168,,220.0669,90.79
12,Religious worship,7,West South Central,3,Mixed mild,3200,1,7,26,,36.7062,1426.39
2,Office,9,Pacific,4,Warm,2500,1,7,50,50.0,16.8744,3075.23
5,Nonrefrigerated warehouse,4,West North Central,1,Cold or very cold,30000,1,6,60,,154.7739,621.37
18,Lodging,6,East South Central,7,Withheld for confidentiality,122000,5,8,168,,67.273,12.93
16,Inpatient health care,2,Middle Atlantic,7,Withheld for confidentiality,345000,7,5,168,,201.2902,11.7
13,Public assembly,9,Pacific,3,Mixed mild,2400,1,3,1,,13.7921,3075.23
13,Public assembly,9,Pacific,4,Warm,7700,1,4,9,,84.2471,3825.74
4,Laboratory,5,South Atlantic,3,Mixed mild,410000,12,6,168,,240.9368,8.84
4,Laboratory,5,South Atlantic,4,Warm,186000,6,4,168,,170.1932,15.29
6,Food sales,2,Middle Atlantic,3,Mixed mild,54000,1,9,168,,337.9161,213.58
16,Inpatient health care,9,Pacific,7,Withheld for confidentiality,2100000,12,5,168,,186.4686,9.01
12,Religious worship,7,West South Central,4,Warm,1100,1,8,5,,18.4845,2990.63
2,Office,2,Middle Atlantic,3,Mixed mild,320000,6,6,168,100.0,74.2378,14.9
8,Outpatient health care,3,East North Central,2,Cool,178000,6,7,91,100.0,106.3627,52.84
4,Laboratory,2,Middle Atlantic,3,Mixed mild,355000,9,8,168,,282.902,6.63
2,Office,5,South Atlantic,5,Hot or very hot,6500,1,8,40,90.0,43.6545,1214.38
2,Office,3,East North Central,2,Cool,275000,8,8,60,100.0,59.4349,8.93
15,Food service,8,Mountain,1,Cold or very cold,8000,3,2,72,,107.0452,1029.87
13,Public assembly,9,Pacific,5,Hot or very hot,4500,1,6,20,,7.3324,677.49
16,Inpatient health care,8,Mountain,7,Withheld for confidentiality,92000,1,7,168,,268.8255,146.85
13,Public assembly,3,East North Central,2,Cool,200001,6,2,168,,180.0882,8.85
5,Nonrefrigerated warehouse,8,Mountain,3,Mixed mild,350000,1,8,40,,45.9422,69.6
18,Lodging,8,Mountain,2,Cool,250000,12,6,168,,37.3217,50.03
2,Office,5,South Atlantic,4,Warm,4000,1,5,35,100.0,51.155,2990.63
15,Food service,6,East South Central,4,Warm,7200,2,2,70,,221.715,1218.03
25,Retail other than mall,3,East North Central,3,Mixed mild,35000,2,5,71,,124.1546,227.11
15,Food service,8,Mountain,5,Hot or very hot,5000,1,2,81,,211.0488,1195.14
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,60000,1,7,40,,55.4247,614.49
91,Other,2,Middle Atlantic,2,Cool,46000,2,4,128,,139.1268,1030.4
8,Outpatient health care,5,South Atlantic,4,Warm,360000,3,9,60,100.0,110.944,9.24
25,Retail other than mall,2,Middle Atlantic,3,Mixed mild,20000,1,3,46,,33.6919,1489.41
23,Strip shopping center,5,South Atlantic,4,Warm,106000,1,6,75,69.0,71.1254,175.02
2,Office,3,East North Central,2,Cool,2500,1,8,168,100.0,116.8,3075.23
18,Lodging,4,West North Central,7,Withheld for confidentiality,196000,7,6,168,,108.7364,50.03
2,Office,3,East North Central,1,Cold or very cold,380000,3,6,70,75.0,58.9532,15.06
26,Service,3,East North Central,2,Cool,11000,1,6,40,,63.3072,1531.55
5,Nonrefrigerated warehouse,4,West North Central,1,Cold or very cold,10000,2,6,10,,39.0261,1489.41
